Samples,Class_diet,Class_wght,Order,Batch,235.9261_0.47,356.9275_0.55,434.8719_0.56,288.9364_0.56,304.9139_0.56,146.9612_0.56,130.9663_0.56,158.9786_0.56,174.9561_0.57,114.9888_0.57,226.9672_0.57,112.9856_0.61,306.9189_0.61,203.0205_0.69,78.9512_0.69,395.0961_0.69,286.7720_0.69,578.5618_0.70,794.4212_0.70,576.5647_0.70,620.5464_0.70,618.5492_0.70,556.5961_0.70,284.7747_0.70,566.7784_0.70,564.7813_0.70,94.9249_0.70,92.9278_0.70,460.6474_0.70,520.6032_0.70,518.6061_0.70,214.8363_0.70,516.6091_0.70,96.9221_0.70,564.5849_0.70,562.5877_0.70,560.5907_0.70,558.5934_0.70,498.6379_0.70,274.9885_0.70,272.9913_0.70,448.6675_0.70,458.6505_0.70,506.6266_0.70,272.7949_0.70,440.6793_0.70,330.7535_0.70,266.8037_0.70,270.7978_0.70,268.8008_0.70,208.8451_0.70,324.7622_0.70,502.6322_0.70,212.8393_0.70,500.6351_0.70,504.6292_0.70,328.7564_0.70,210.8422_0.70,382.7208_0.70,326.7593_0.70,446.6707_0.70,444.6737_0.70,388.7122_0.70,442.6765_0.70,386.7151_0.70,384.7180_0.70,145.0619_0.70,154.8807_0.70,252.8271_0.70,152.8836_0.70,150.8866_0.70,76.9541_0.71,215.0327_0.71,124.0074_0.71,146.0459_0.71,164.8361_0.72,162.8390_0.72,160.8420_0.72,199.8049_0.75,193.8154_0.75,195.8109_0.75,197.8079_0.75,201.8019_0.75,163.8467_0.76,161.8498_0.77,207.8367_0.77,205.8397_0.77,125.8732_0.78,127.8702_0.78,226.9963_0.79,173.0091_0.80,179.0561_0.80,144.9673_0.82,146.0823_0.83,87.0086_0.84,154.9281_0.84,243.0622_0.84,116.0718_0.84,101.0244_0.92,133.0142_0.93,145.0143_0.94,135.0312_0.96,146.9830_0.97,201.0381_0.97,185.0643_0.97,231.9675_0.97,89.0243_0.97,78.9589_0.97,96.9694_0.97,208.9830_0.99,128.0354_1.03,383.1224_1.15,163.0401_1.15,216.0433_1.16,300.0250_1.16,248.0540_1.16,180.0667_1.16,189.0405_1.17,292.1402_1.18,117.0194_1.27,130.0874_1.27,267.0735_1.30,134.8653_1.52,132.8677_1.52,103.0402_1.56,115.0402_1.98,147.0452_2.11,164.0718_2.11,232.0592_2.12,117.0558_2.71,116.0506_2.87,203.0827_2.88,271.0701_2.89,181.0508_2.92,129.0558_3.21,181.0063_3.26,198.0328_3.27,266.0201_3.28,374.2219_3.44,178.0511_3.54,134.0612_3.54,212.0024_3.54,330.0960_3.54,129.0559_3.54,281.1009_3.55,246.0386_3.55,197.0433_3.55,167.0384_3.62,230.0129_3.75,131.0715_3.81,74.0246_3.90,192.0668_3.90,283.0825_4.06,187.0072_4.11,253.0178_4.19,173.0820_4.20,226.0180_4.59,204.0667_4.61,181.0541_4.65,187.0978_4.90,144.0456_4.94,498.2896_5.87,229.0541_5.97,464.3019_6.26,465.3052_6.62,533.2926_6.62,601.2797_6.62,452.3018_6.66,448.3068_6.66,329.2334_7.09,453.2859_7.23,407.2803_7.57,448.3069_7.65,391.2854_7.75,437.2910_7.76,329.2334_7.86,361.9981_8.57,562.3148_8.61,538.3150_8.83,338.9821_8.93,476.2784_9.14,504.3096_9.19,632.3179_9.19,564.3307_9.19,588.3307_9.22,315.2541_9.26,614.3464_9.48,676.3053_9.60,480.3097_9.62,608.3179_9.62,540.3307_9.62,361.9981_9.66,634.3337_9.95,566.3463_9.95
Plasma_neg_112,adequate , high,99,2,72613.5945,21876.4889,130314.9368,99922.5965,321931.9519,166340.5112,27506.526,44834.8351,426116.2768,23163.1878,40710.1176,388381.528,90198.5636,20583.6556,9681.6194,39391.2622,15404.8271,22225.0807,18674.2812,26330.4868,22897.3687,22400.9166,16727.4241,24262.4273,26277.8358,27044.2453,718650.0829,1037050.328,18928.047,14234.7952,19226.0049,24318.4399,17110.791,121756.6362,33909.626,59870.0432,75192.4384,48625.0449,20697.6602,35181.1304,51082.0841,19261.2254,15869.4248,29779.896,82010.784,22489.3365,30380.7149,232582.9069,250431.3249,374913.2388,166120.5371,44831.164,76544.7249,104104.7518,59764.6421,56468.4472,69728.7592,225521.4961,22860.8006,82919.9815,47136.6406,73263.6804,32564.7759,66043.7647,62782.0701,60951.451,79965.4234,67513.6117,13906.1023,220550.9704,212499.3928,20680.4866,994672.5275,29195.0006,22133.8307,42362.7621,135154.5,144226.4211,264661.3777,30263.0996,447644.118,543528.5613,58742.0967,54933.8492,57247.5454,31998.5119,37667.4482,62873.0967,37315.9656,46989.8372,20615.9616,97453.3733,16346.4595,36117.2148,95092.5495,19952.8033,27386.6831,18661.194,35869.9384,15484.7235,25021.1632,102265.9509,31327.3769,161316.7052,25485.0798,74340.4701,3262935.441,520196.0369,692468.8384,43418.3192,161429.72,75981.2567,32450.072,43264.8275,24049.7497,26353.9836,1012223.357,50980.8375,17874.0325,57393.6309,382450.6915,259709.4614,17915.7961,16091.4884,58351.4129,90742.8751,57842.5422,539415.9212,23915.6275,112867.1453,43696.0406,998437.8846,44787.0944,70936.897,514112.5957,40307.5345,519601.9163,24934.5352,14905.7006,134624.4138,20562.7991,198782.3197,15589.9901,920988.2799,35628.8487,6539.2359,32550.6211,61205.7615,55977.9151,50127.1865,40260.1164,119131.9381,138904.5537,81582.4553,25729.3947,23995.2992,234171.7135,44738.3708,57101.4128,107663.0465,35349.8798,37150.5424,7128.4674,18317.2927,3179800.014,166171.6461,30816.537,37579.9122,127014.7354,116149.4301,7916.952,26421.3027,17419.4632,9299.1329,26905.6749,71823.197,14117.701,32390.6013,49942.5092,24066.4377,67745.2892,30861.4408,45495.1932,680913.0276,136080.2773,130616.5753,18699.8791,12620.2113,31494.2169,48639.4641,588040.9407,42465.2029,28352.2051,317327.7054
Plasma_neg_113,restricted , high,100,2,72254.119,24720.8653,182401.6564,97654.2453,403178.2859,190054.2369,25315.6506,40866.7074,473390.5838,20095.9718,43719.2165,380928.0187,82944.6411,22298.1792,10518.5787,39601.7782,12836.9749,19397.6449,22213.9773,23166.1089,25936.1273,25047.0638,17302.0701,18643.4987,26246.2979,26951.8262,714603.9118,1063666.907,13070.9684,14229.3146,17872.1158,23930.4052,12514.8752,121338.9322,37819.6953,68561.8533,82573.7328,54810.7806,22149.6068,29934.8986,48817.467,19435.2565,14581.5001,31877.8909,83355.6898,25743.0955,30822.8671,242325.1708,257308.1192,396888.6536,164433.4619,44809.3429,84834.3066,109590.3294,64859.2263,63333.9484,69493.9026,229109.2007,26514.1171,85514.0093,48521.9418,78386.5639,35614.241,70300.2779,65635.6864,67182.2426,76285.2663,63344.2616,14163.5356,213213.7377,213098.3882,20423.5257,914675.1555,20892.4257,21874.9202,39255.0588,125576.8749,144074.8789,253384.3229,27238.0084,428315.9119,511180.6211,54651.0887,55860.7847,62228.0968,32755.7459,36969.4929,62870.8291,39687.7503,35727.953,14984.9063,93871.9767,16056.4474,53817.8907,62292.2643,19856.6215,28430.086,15866.9565,30279.2208,17098.4971,24107.9595,72172.4722,29401.5973,113408.0254,15885.8047,39856.2826,1709386.734,512876.5505,710473.5931,35230.3295,170953.5872,63998.114,27438.6115,37115.3835,25939.5494,25676.6319,815454.2487,59252.1875,14664.6169,55001.8883,255692.7879,132805.0113,19248.8626,16407.535,33349.0217,87649.4915,39385.4445,399645.049,19194.6633,109637.8296,28491.9272,722522.2592,41161.2035,63467.0885,385848.7587,40873.8888,519362.3782,25877.234,16842.9115,142634.6126,20530.7639,154474.4923,12952.0464,773735.1477,28913.4313,7163.6868,35649.2304,87460.9937,34793.8081,51137.844,43375.1199,117116.026,178428.1034,90343.6071,21215.8525,28687.8855,82381.2195,43783.1303,50987.0027,106913.8128,34294.8725,37775.4128,7749.8485,104232.5319,3308901.856,166500.7931,29496.6444,35793.8333,211018.8151,118257.3392,35084.0104,24611.4179,29483.8738,18693.1984,56829.5309,73426.3904,17574.4312,32502.5027,35290.0045,24350.4487,63482.6827,28371.7396,44621.5536,697331.7643,126677.5609,135468.0183,19074.7497,11149.0916,23687.8245,40474.0481,467241.6977,34999.9862,21577.8284,272849.7837
Plasma_neg_114,restricted , high,101,2,66432.5164,22659.672,143142.5786,96375.3507,347331.0251,175427.7767,26151.7881,42687.3026,458656.9252,22878.8535,43939.9708,382743.4033,93451.8242,19779.36,10393.726,47636.9786,12484.1202,18766.9182,18861.5516,18697.4001,23196.6407,22923.719,15973.8374,21364.8265,30478.558,30956.4837,722166.2949,1047450.806,13681.9462,12768.6512,15884.4912,22843.798,15009.8257,119102.8379,33769.4562,62797.4365,75224.2279,52308.6084,20978.7995,37208.0696,54110.8596,18126.1192,12884.7537,29939.4676,83016.3821,24117.2796,30833.493,230438.4737,241655.4605,361905.63,170965.0507,45711.7521,78933.4717,104756.7591,59214.3137,55223.5819,67570.898,235656.6431,26192.9075,88133.9986,47573.7396,75743.3163,36187.6345,67073.1052,62841.6419,65434.5765,70345.5632,70847.656,14825.8511,223894.84,219819.7135,23901.8915,1094351.831,25687.8053,29175.1979,45669.4034,134710.1127,150091.9631,274521.3718,27809.1138,450709.4111,549226.7872,56613.7513,58647.9312,60820.8399,32135.5277,39589.7504,60058.8635,35368.4497,44376.1343,18968.4807,67833.0372,19317.2561,31968.3828,81770.9322,28683.8066,31963.1339,16288.8596,37271.3816,19391.7145,29202.1603,85655.4544,28714.1806,127541.9831,21446.966,59152.1038,2371731.351,932769.5967,819158.1241,44325.7444,185404.6259,71049.2588,35362.49,42822.8618,28222.1746,27590.3543,986387.8555,56606.7836,16200.9227,56270.1515,322579.9331,102355.2602,14793.7266,17579.9792,74593.3961,95614.4135,45566.0133,455965.4007,23093.2248,109101.3095,35155.833,809972.9465,42792.3642,79984.3728,429850.3162,38305.7054,514903.3361,29599.9089,18317.2964,115203.0596,15661.7845,110187.2768,11561.6972,889585.7392,32460.0042,7019.4912,32708.3554,56223.1889,30627.1107,55174.9854,33743.4065,96054.966,125530.8826,83081.6123,29105.6197,30377.8916,186776.7472,56695.3986,49241.5248,127922.4591,40216.3699,17293.2126,7700.6023,14500.9848,3255967.273,172849.9615,30776.1345,40992.8792,112042.5125,120131.2053,20481.4009,24538.428,13846.4004,19009.1878,62948.6818,71203.053,16293.5454,29663.403,35559.933,23045.6187,60271.7649,24883.0554,42279.6747,657181.9831,130982.9696,131306.0792,23157.1014,10019.7976,25617.6554,39533.4366,488045.346,35447.5189,24893.5367,289183.699
Plasma_neg_115,adequate , high,102,2,71249.4131,19324.5084,80948.1449,65412.7154,235143.0059,135781.2254,20984.9761,35538.2894,358715.2656,17614.0927,35447.9198,403419.2308,90152.0152,25613.1897,11933.1175,34173.1302,11591.8257,18954.1721,20334.3967,21225.011,27301.0981,25898.0414,15770.62,19038.7212,26056.1613,24959.1826,725753.6554,1069577.25,14599.184,12242.5526,15195.8404,24654.1265,11613.9655,123150.9467,36953.1224,66460.7346,81990.0943,54489.2721,23009.7101,30977.9863,45662.2385,18407.6479,14047.0711,32958.8903,82747.2347,24566.8431,31184.8332,251615.8413,253989.7796,399870.8508,165464.4418,46970.4429,84311.254,105939.0939,65563.1199,64779.7863,67967.6001,237755.3694,28059.9026,92439.1227,49211.6557,80251.8551,36856.6679,69192.4717,63237.1774,68694.3269,98326.6599,67749.6188,15031.139,221670.3492,221172.6832,22985.8218,937740.48,18986.3767,15772.1956,44996.183,138529.3481,155726.5742,291205.3392,29830.9894,491385.7214,605815.2416,67046.1514,58185.3534,64457.5188,35072.2578,37940.4687,65435.1664,39130.685,92396.8163,33835.8775,54929.0154,13273.6763,49394.4539,50081.9938,36774.8117,28653.8389,23123.1463,25995.1642,10714.9845,19235.8523,73574.7599,37691.6348,109974.6775,16270.0494,43956.4496,1637616.106,531260.443,402114.6126,17578.11,149456.4646,96934.2581,38006.3752,43047.9275,20632.0311,28688.6236,1129231.528,54644.5975,36637.8081,60643.2502,388263.3989,176885.5765,15775.7689,15849.2217,38915.8671,105031.0003,50044.8386,473632.9864,23898.4474,94995.22,39218.1334,1020073.694,46463.9993,90703.5822,472336.5584,38064.8731,505957.2333,25289.9035,16215.0806,100459.7854,15834.9806,147317.6474,10341.4787,949867.5945,38314.6034,6563.2703,42128.9224,36649.5176,30584.2175,39900.1199,38864.4027,109942.9163,124426.7461,111089.2721,23031.0547,26691.9442,269747.2753,63458.6628,23470.979,104410.0904,50193.2335,76223.0159,7208.5985,18966.7015,3175416.638,164802.0884,32117.8742,35350.0078,228310.7125,114779.8104,25243.6509,24081.5879,15841.3393,31674.7129,112316.012,71543.4757,17630.7565,32372.5066,49929.9065,22600.2071,72096.2696,32408.395,44657.1008,771265.5456,161150.6295,128508.6135,26847.2979,10908.2806,31089.1095,48761.2282,596901.4109,33513.5405,27473.1469,331002.6819
Plasma_neg_116,adequate , low,103,2,70789.3445,26621.7064,234429.6139,93530.3122,479971.765,209792.3286,21224.9695,36247.9762,523599.9963,17553.5819,37584.3444,375589.215,89751.0165,22757.8116,13974.7171,50236.2867,14708.4178,20801.6832,17109.4737,25821.6989,18398.8412,20537.968,13833.866,23754.7933,31806.7343,30727.3367,703811.0082,1021901.117,16385.3403,13902.6367,17755.3634,23558.6614,16256.9966,116241.0846,29686.0098,58095.6055,66403.881,46224.5014,17956.2664,32691.7047,58126.1253,18659.451,16078.8594,28085.5991,75144.1144,24049.0721,30114.7567,218544.0299,225486.2507,345159.7517,164898.9659,39877.1323,70391.2818,103556.5899,53263.8055,52731.4221,64270.5633,225781.1176,23680.0978,82380.7787,43693.81,70646.5058,32464.7911,63574.7786,55436.5115,59508.9521,81701.8204,67858.8348,19585.0038,223287.2767,218446.5307,26838.0153,1103844.503,29110.3411,22188.7221,44723.727,142295.1338,150154.5059,279764.4776,29855.9772,476295.8532,589343.1808,61781.6174,57365.6182,60261.4602,35037.1023,37355.8701,61539.0018,36428.4035,61055.4261,27414.4277,62059.8077,15565.0227,41422.2292,95634.8652,28917.9901,29036.6998,19533.1414,21354.0242,13417.347,21382.5326,84377.0868,29566.2191,152504.1317,26326.5888,82623.1169,3499848.338,616174.5724,900645.9804,53004.2286,158622.3869,57825.2143,26281.7896,32207.7079,27086.2114,22022.7146,833345.5252,55631.3392,41571.6561,54492.547,280153.1176,217473.9189,18765.4389,20043.9896,29521.5747,65990.1951,36117.3583,378879.7759,21198.1564,64405.1877,30862.5947,739577.4087,39184.2823,62046.4556,325490.8085,38863.456,508958.556,28964.0696,18660.2842,98405.2303,14349.7465,141223.572,9561.8949,555971.6485,19181.54,6949.4048,26710.6526,33149.3357,32153.96,34755.5617,56658.6866,156452.9738,212182.4564,205156.4453,17085.846,20808.4201,223736.154,42833.3806,45914.4065,77802.3656,34970.7407,64808.8458,7958.6076,27012.1279,3179681.175,165048.0216,29831.1299,34513.5955,313843.384,118427.9757,2560.2685,25377.2481,27857.4217,17864.1799,61332.4601,75067.8689,16382.0068,23751.3237,39378.5379,24076.1979,55513.537,28050.3149,40450.5232,666927.1257,136886.0944,129426.6437,19840.9744,15907.3972,41950.5116,58823.9874,717156.2162,33493.0546,27606.7325,320881.8707
Plasma_neg_117,adequate , low,104,2,68100.8394,21801.088,126716.3573,89479.4936,328049.8837,165609.8427,25476.8199,41591.6775,420657.7103,21657.9318,43122.2467,392644.1085,93142.0387,22806.6758,11289.587,42832.4765,11254.2717,15872.86,20707.3248,20424.4105,22726.4438,24809.2013,16672.4415,19437.6675,28257.6294,27588.8449,694651.5757,1023455.951,14901.8427,13120.4937,15620.3928,23537.1076,12267.0073,115048.8098,37588.9613,62837.647,80315.0568,53475.4709,21512.1246,36155.5983,55227.4866,19219.0038,13852.0166,31316.3726,83973.8144,25950.3707,30894.534,238271.1704,249441.9,376710.3574,170670.0531,43121.1307,82687.841,111771.5602,62922.6649,61267.4844,67454.7277,226377.7174,26774.4227,85081.7894,49543.489,78217.218,36882.7474,70355.2959,66013.7607,66006.0139,75531.2581,66183.7508,16739.326,217943.5128,215625.9433,20571.1323,1050746.223,25932.6521,12589.1168,43034.1501,122594.1389,137500.4019,243640.1825,29034.4434,407618.6117,499367.8927,59889.2943,55406.4839,62754.1202,33098.9745,40030.0622,66820.9536,39701.6475,41691.8393,18995.1748,62215.0467,17821.2472,36958.4239,52273.1957,36454.2135,35393.4514,23998.8537,31759.2383,14497.8828,18378.8243,71418.5298,33301.2747,131958.5388,20232.1733,52533.3968,2053768.605,732295.9698,538198.0374,26127.6594,157217.1193,94578.9704,36585.7699,44434.69,26949.5142,27264.9578,1173392.553,46176.6236,18647.5461,64801.305,376880.2448,138071.4668,18221.8159,17190.2998,49809.6028,105041.7615,60748.3224,589299.9656,25478.3842,130518.8421,38219.1792,1084280.547,47440.5026,82639.3118,507288.0179,37521.8501,486726.5912,26307.6957,17091.1996,112586.5887,14562.2432,271332.8712,10730.637,993953.9453,37130.4199,6649.1552,43019.5992,40622.8468,35190.1262,55521.3396,47327.4783,145681.2145,191765.5966,187533.8053,26453.6517,26782.4345,251939.3803,56055.8157,16306.059,115825.0451,41495.2682,140888.7914,9082.0429,48073.2583,3206381.449,157583.6752,27691.6541,36839.5772,399378.2404,117983.0713,7042.2286,24259.2926,51457.0831,21798.4861,77934.0629,74488.7002,17528.5402,23225.5969,42493.0789,25233.1473,58169.9132,30510.9259,48266.5689,713158.7218,148682.4221,133050.2573,18217.1378,14362.8118,32016.1532,46349.9097,594381.048,35667.2599,28985.2954,308918.9385
Plasma_neg_118,restricted , low,105,2,71608.9695,25521.1191,153850.1832,79071.0648,369636.1305,180928.0161,20444.1204,33833.8289,440306.4361,14831.9623,38653.307,387421.1373,91043.7561,18272.7613,10609.4217,36629.1453,14673.0808,16969.5259,21289.6633,21727.6172,24392.5465,24420.8668,17234.0047,18263.4379,21846.5671,21684.0972,712572.2321,1039312.84,16262.3396,14523.8094,17935.9694,22753.699,12551.4971,119486.2339,35316.7792,66199.7092,77443.8337,52200.6818,20308.5078,28620.4331,46499.4063,17800.5434,11639.804,30521.1945,85902.0308,25401.5667,31396.3827,255063.6648,258616.4264,396382.0028,163650.8496,48467.7344,83433.2112,107325.4206,61649.6833,60753.0341,68490.5671,228316.5173,24562.0788,84650.0392,46746.9533,76234.6509,35481.0892,68037.6712,63325.8844,66622.2783,73764.7936,66515.6587,15516.0945,212325.3711,217520.4075,21856.8407,933822.6259,22096.9385,17607.0209,44328.9955,127742.9354,141859.3323,253062.0414,27278.5482,422565.3095,513749.6658,55647.576,56810.8426,59831.6474,30874.3164,42231.16,66566.9017,38723.914,28764.0946,12382.127,91645.9659,18399.9807,38048.8388,70862.6686,18690.688,41903.9987,17804.6626,30298.1903,15677.9484,22430.532,76859.4474,32879.2908,129290.3261,19494.7216,54424.721,2090201.479,503515.0062,629405.9348,34876.0161,158132.4411,74501.9892,33101.4625,37716.1413,27050.9046,27015.685,899246.7372,61311.6034,19411.1448,63345.4528,345449.672,76567.0443,16332.5852,13888.8212,26966.5589,99423.096,39409.4962,395338.3169,22748.5233,120118.5266,31851.4674,842996.9752,46041.5723,75199.2351,432950.3357,35456.7937,494187.5688,25516.3402,17211.3548,129260.8943,18113.3382,137383.2895,15365.9302,921961.2406,37127.2809,7449.8223,39109.3441,8663.1004,20224.6235,55800.039,35783.5716,109520.1083,147637.6428,128666.2972,40887.9869,26461.4659,175521.1023,50470.8677,4589.6889,117581.5421,36690.5939,61655.9812,7682.8287,73674.4699,3254409.855,168741.9843,30952.5728,36520.7207,283602.2687,116444.4307,11996.6923,25302.8772,49148.3081,13455.1074,46469.6353,76600.427,14398.6642,33599.6931,52992.9912,24381.8789,84827.9278,38273.8801,54733.054,871816.9406,172913.4663,148493.8724,32291.4663,19904.9958,48979.005,72544.3224,908810.6752,35415.7132,35992.5355,441999.2272
Plasma_neg_119,restricted , low,106,2,72703.8059,21843.2115,110244.8571,90883.8737,286869.0812,155602.6642,25257.1613,45676.5971,402856.8732,21769.0244,47369.0073,389599.5078,92681.5362,21657.0092,10579.5685,39366.9314,13471.0415,17966.1219,18888.35,21248.7055,25199.7238,24946.0903,13307.3592,18755.738,25800.9156,25526.7826,703586.4609,1027966.691,14340.9443,14311.3067,17873.5561,22754.1898,12448.5627,119309.5471,33432.5183,65987.1954,76884.4782,50479.3343,19744.3382,32533.1947,49115.7635,18174.604,13832.0236,30322.8682,82945.5891,25242.8602,29682.6583,238298.2857,248984.8951,384780.544,166567.1099,46327.8354,83121.9064,97560.1772,62644.0363,61218.942,66645.4214,224196.5619,24152.9929,83514.2271,46710.0555,76271.5456,36773.9466,68221.4976,64270.8223,65646.1035,71540.4142,62105.3254,17081.3285,216084.5285,207508.9505,21881.6005,962289.4364,18158.3196,16472.6067,39677.0955,128018.5079,137932.8341,238080.9471,23208.5422,395141.8874,496377.665,55539.7942,57147.8027,61530.6868,32160.7273,38492.616,61450.611,37164.0505,64586.949,29267.012,102030.3811,16276.6584,52485.5886,75547.9277,19976.6675,29034.1109,13007.7857,28415.4172,14441.1969,28444.6534,89836.1545,33687.5964,139589.0321,24110.2703,61573.6596,2466820.974,561479.2034,693365.2552,41458.9451,156462.5382,56076.6767,25865.5612,33935.3224,25546.5306,26282.2577,750096.5973,73953.7666,14681.329,58928.5852,245852.2122,133239.0833,20262.8835,17695.3313,34016.8568,82251.3687,44266.0054,409908.1899,19559.4044,106770.0721,23777.1315,730147.2776,39237.4409,70875.5296,372577.1876,38360.4516,482165.3212,26322.3954,15103.4655,163199.6045,24603.0829,111918.4131,14208.1023,627756.0221,18690.5673,9237.3348,33159.287,25846.1148,5073.0078,45341.1083,38469.2392,107697.227,154741.3055,96223.8895,19827.4838,23886.4773,6875.2941,50515.1761,19678.5465,113001.6412,42320.4373,44398.8845,8937.626,29025.2319,3223490.387,162445.3198,29254.7049,36726.0447,299145.3699,115927.982,16965.0515,28619.8749,37880.3841,23883.103,81786.2739,76869.6522,21196.4809,27666.9074,39083.2469,20894.2235,74940.1359,34131.4706,49969.6024,800623.6963,154553.1196,139261.9879,26619.8992,17199.234,39519.4645,60457.3808,764955.6993,33753.4855,35118.9527,402888.0398
QC-1_neg_4,QC , QC,107,2,72962.1965,27662.6851,215015.7338,110364.8529,423997.1847,200154.7875,27010.6012,48200.3142,501507.7754,21844.8183,45914.1791,366749.1004,84521.511,23252.99,13622.0722,41304.9768,15444.4395,19787.9046,20133.8866,22211.9968,23255.8932,24392.1802,16581.6446,22235.1078,25417.1187,26901.6273,742441.5312,1056762.869,18440.2551,11849.9298,20051.401,23281.869,13894.6651,120856.5925,34802.681,65192.5065,76941.1324,50910.2853,18259.4596,33282.0776,46412.8854,18124.9275,15050.8323,27916.1529,80346.32,26598.5763,32134.7292,240475.354,245255.5602,379841.4676,170526.9913,44699.3442,81397.3255,109063.7154,62938.6814,57997.7918,73026.8519,230378.4757,28004.4056,89930.6669,48691.8992,76921.0256,33342.3399,66400.6135,63570.5707,65436.5677,81505.6687,71061.5839,15242.5078,221078.9655,220464.2225,24683.4736,1005222.04,30844.2462,28030.6351,42343.8253,130596.2261,141700.2302,250353.3958,28590.5471,420582.3812,521047.9125,58286.6149,55442.481,58208.6845,33536.9023,36380.4119,56733.603,36379.3674,36308.8223,22945.9087,116442.0501,20989.0606,41584.0287,105994.8155,46263.3062,46362.7768,19533.4964,45200.6286,31461.5435,43269.3526,119292.4509,25186.5967,145161.743,24040.8723,67176.6695,3204580.493,811964.6449,1288047.229,54902.133,223893.5478,58487.1027,26432.6039,31568.3702,25665.7287,20924.5684,815086.9976,63786.9602,21312.6121,74224.9928,276597.1206,168059.57,23525.5279,17435.3035,57174.9427,86522.934,40374.7345,385261.5162,22603.3614,81939.2382,28399.8302,689580.9379,40466.8137,51266.7217,441050.0287,45173.7728,516156.2804,25610.6875,19352.8093,1066481.087,139127.0558,204846.999,17639.9616,637507.8879,16576.5681,20537.0332,25372.7736,34390.6593,43294.4054,38014.8036,58771.4572,165736.156,195879.5061,150046.1933,24085.6494,21390.5038,233099.3796,30666.8485,25716.3106,85349.0159,41355.0559,46740.1388,49813.972,49671.4166,3306676.981,168073.8942,31083.1401,38377.3365,173983.073,117454.8382,49853.3013,23042.9928,32472.5773,25720.4475,59197.8866,73961.441,19523.1504,18727.4887,33983.6919,21066.2734,37637.0905,20988.8718,35170.5786,502840.3402,130147.8415,133502.9325,17377.0463,11335.3673,23884.1209,40448.6854,483912.4529,32254.3913,22382.2652,250870.2701
QC-2_neg_4,QC , QC,108,2,70689.2696,26971.3279,219403.377,124138.4102,483117.9562,218118.9011,30444.0571,49853.6271,537297.6922,24092.238,46570.4068,365002.4628,89916.3329,21992.7872,18973.7108,41845.2157,15531.7386,20773.2291,18359.0954,22576.5871,23631.0043,24057.434,16290.5727,21809.5565,25890.0416,24909.6838,725151.7849,1058816.827,16734.1652,13797.946,20165.8796,23936.6495,14207.5644,124811.1441,35106.4416,63626.3507,76547.1584,49402.7542,21990.1448,32319.3982,49059.7715,17216.5599,13697.2371,28798.6707,81282.3552,25774.099,30347.9358,236007.9708,246430.9047,366570.6355,168161.202,47460.1301,81559.5369,108474.5276,63690.8439,59223.9774,71311.2986,230832.4104,26358.5425,87572.8351,47938.4021,74550.0427,33296.0271,69391.3754,64988.7309,65843.9311,78676.9936,66112.487,16012.3722,215654.5192,217134.6141,23400.475,1016960.809,32971.3887,37821.0571,39628.2905,125905.1548,133999.6134,247996.5623,26142.7096,414762.6283,505434.0918,56904.57,51564.063,55715.0511,32788.4342,38852.2109,51725.0023,34099.9519,46193.5512,21613.9567,107503.1651,19329.1186,40632.2406,102278.7991,58118.1201,41768.9948,16724.6516,48077.7277,43157.3975,48548.8449,115331.6866,25155.3587,138148.5272,20743.0857,58961.1934,3088742.819,840768.4172,1367272.301,57353.7072,229470.1787,51199.3061,24399.9774,33305.6289,26631.8485,22239.4429,785635.2129,72134.4536,11077.5576,75773.076,246198.8213,174089.1745,22888.918,22854.2236,57938.4624,91286.765,35526.9719,357437.375,20054.8068,79424.2878,11169.7419,682191.5592,39464.9824,49263.7617,436468.7451,44265.2233,525470.8551,29337.0141,14437.5914,1042493.178,143958.7381,207618.1311,16780.3037,629987.5146,15409.3198,23334.5565,24366.8626,34859.539,39626.5234,39552.6344,55455.091,158879.3322,185982.3717,144319.9127,23709.4005,22593.8726,223500.5443,32243.5956,27909.0047,89049.3079,43187.8809,48451.5111,44562.0488,53026.7905,3360639.833,170361.3164,29318.0738,39866.8683,179744.6262,118783.7434,52631.1271,26106.2274,37858.0616,26785.2845,65727.5124,74528.6983,20661.1672,19776.5775,35623.724,21186.4631,38241.7415,18253.262,37309.7737,494176.3795,125893.324,132407.8614,15824.1484,10022.7329,22763.8087,37683.6883,447677.2945,33754.3175,21086.8643,243386.0232
